13475 -248.78 749.52 63.671 0.03101 0.12582 -0.99157 -0.46387 -0.87693 -0.12578 -0.88536 0.46386 0.031172
13485 -248.5 749.54 63.876 0.028936 0.12738 -0.99143 -0.46351 -0.87706 -0.12621 -0.88562 0.4632 0.033662
13495 -248.57 761.94 106.4 -0.11622 0.14817 -0.98211 -0.33003 -0.93839 -0.10252 -0.93679 0.31221 0.15796
13505 -248.53 761.93 106.36 -0.11739 0.15022 -0.98166 -0.33072 -0.93798 -0.10399 -0.9364 0.31244 0.15979
13515 -248.93 761.87 106.04 -0.11686 0.15383 -0.98116 -0.33294 -0.93683 -0.10722 -0.93568 0.31414 0.1607
13525 -249.13 761.99 105.85 -0.11697 0.15663 -0.98071 -0.33447 -0.93601 -0.1096 -0.93512 0.3152 0.16187
13535 -248.77 762.34 105.91 -0.11779 0.15585 -0.98073 -0.33371 -0.93638 -0.10873 -0.93529 0.31448 0.16231
13545 -249.06 762.45 105.68 -0.11739 0.15849 -0.98036 -0.33535 -0.93552 -0.11109 -0.93475 0.31572 0.16297
13555 -248.9 762.91 105.59 -0.11703 0.15811 -0.98046 -0.33527 -0.93558 -0.11085 -0.93482 0.31575 0.1625
13565 -248.99 763.05 105.43 -0.11632 0.15884 -0.98043 -0.33596 -0.93523 -0.11166 -0.93466 0.3164 0.16215
13575 -249.02 763.35 105.31 -0.11574 0.15861 -0.98053 -0.33607 -0.9352 -0.11161 -0.9347 0.31661 0.16154
13585 -249.15 763.53 105.08 -0.11487 0.1584 -0.98067 -0.33628 -0.93512 -0.11165 -0.93473 0.31696 0.16069
13595 -249.54 763.67 104.79 -0.11372 0.15971 -0.98059 -0.33747 -0.93452 -0.11307 -0.93444 0.31806 0.16017
13605 -249.84 763.94 104.56 -0.11227 0.15985 -0.98074 -0.33812 -0.93422 -0.11357 -0.93438 0.31886 0.15893
13615 -250.08 764.05 104.27 -0.11138 0.16003 -0.98081 -0.33857 -0.93402 -0.11395 -0.93433 0.31938 0.15821
13625 -164.35 525.22 -81.68 -0.93662 0.26594 0.22809 0.3305 0.4546 0.82711 0.11627 0.85007 -0.51367
13635 -163.14 527.08 -82.156 -0.9402 0.2579 0.22251 0.32074 0.45036 0.83325 0.11468 0.85479 -0.50615
13645 -158.92 533.47 -83.576 -0.95191 0.23091 0.20137 0.28584 0.4327 0.85503 0.1103 0.87147 -0.47789
13655 -158.14 534.43 -83.75 -0.95406 0.22529 0.19752 0.27938 0.4308 0.85811 0.10823 0.87387 -0.47395
13665 -158.43 534.15 -83.687 -0.95336 0.22651 0.19951 0.28198 0.43257 0.85637 0.10767 0.87268 -0.47627
13675 -158.17 534.84 -83.791 -0.95373 0.22431 0.20021 0.28134 0.43089 0.85743 0.10606 0.87408 -0.47406
13685 -306.5 560.33 -95.099 0.51796 0.22514 0.82525 0.83847 -0.32463 -0.43769 0.16936 0.91865 -0.35692
13695 -306.43 562.05 -95.919 0.52003 0.22209 0.82477 0.83526 -0.33415 -0.43667 0.17861 0.91598 -0.35927
13705 -306.03 562.73 -96.462 0.51954 0.21844 0.82605 0.83461 -0.33685 -0.43584 0.18305 0.91587 -0.35732
13715 -160.67 532.66 -83.4 -0.94691 0.23671 0.21754 0.30399 0.43909 0.84545 0.1046 0.8667 -0.48774
13725 -160.66 532.36 -83.144 -0.94751 0.23546 0.21628 0.30264 0.44239 0.84422 0.1031 0.86536 -0.49043
13735 -160.79 533.16 -83.339 -0.94791 0.23481 0.21522 0.30094 0.43878 0.8467 0.10438 0.86737 -0.48659
13745 -157.26 538.05 -84.177 -0.95845 0.21073 0.19226 0.26689 0.42458 0.86516 0.10068 0.88053 -0.46318
13755 -155.95 540.53 -84.463 -0.9625 0.20109 0.18207 0.2521 0.41525 0.87408 0.10016 0.8872 -0.45038
13765 -161.37 534.9 -83.444 -0.9504 0.2326 0.20649 0.29059 0.42737 0.8561 0.11088 0.87364 -0.47376
13775 -161.37 535.81 -83.382 -0.95105 0.23198 0.20421 0.28746 0.42131 0.86016 0.1135 0.87675 -0.46736
13785 -161.51 536.73 -83.337 -0.95067 0.23305 0.20474 0.28753 0.4143 0.86353 0.11642 0.8798 -0.46087
13795 -161.62 537.85 -83.339 -0.95052 0.23386 0.20449 0.28656 0.40584 0.86786 0.11997 0.88352 -0.45277
13805 -166.96 547.46 -83.342 -0.93346 0.27003 0.23611 0.32444 0.35491 0.8768 0.15296 0.89506 -0.4189
13815 -162.19 540.37 -83.299 -0.94945 0.23769 0.20504 0.28641 0.38857 0.87578 0.12849 0.89023 -0.43701
13825 -166.91 549.55 -83.141 -0.93193 0.27143 0.24049 0.32666 0.34036 0.88173 0.15748 0.90027 -0.40585
13835 -162.18 542.72 -83.239 -0.94828 0.23887 0.20907 0.28855 0.3741 0.88136 0.13232 0.8961 -0.42367
13845 -162.14 543.8 -83.193 -0.94789 0.2387 0.211 0.28933 0.36772 0.88378 0.13337 0.89878 -0.41762
13855 -165.78 551.44 -83.042 -0.93465 0.26372 0.2385 0.31936 0.32771 0.88917 0.15633 0.90723 -0.39051
13865 -162.09 546.6 -83.309 -0.94792 0.23708 0.21269 0.28798 0.3527 0.89032 0.13606 0.9052 -0.40261
13875 -164.1 550.99 -82.984 -0.94133 0.25014 0.22655 0.3031 0.33144 0.89347 0.1484 0.90971 -0.38781
13885 -165.66 555.27 -82.937 -0.93499 0.26016 0.24105 0.31765 0.31198 0.89541 0.15775 0.91378 -0.37434
13895 -164.37 553.97 -82.986 -0.93974 0.25041 0.23278 0.30746 0.32119 0.89572 0.14953 0.91331 -0.37882
13905 -164.15 555.17 -82.948 -0.94035 0.2481 0.23278 0.30615 0.31867 0.89706 0.14838 0.91482 -0.37562
